applicant_id,age,income,loan_amount,loan_term_months,credit_score,employment_years,debt_to_income,num_credit_lines,late_payments_2y,race,gender,default
1910,30,40492.0,19868.0,36,627,1,0.168,4,0,White,Female,0
1911,51,51897.0,47206.0,48,492,0,0.153,2,0,Hispanic,Male,1
1912,42,25992.0,30908.0,36,673,1,0.3,8,1,White,Male,0
1913,24,28345.0,41914.0,48,534,4,0.461,5,1,White,Female,1
1914,69,20826.0,35807.0,36,685,4,0.205,5,0,White,Male,0
1915,21,35637.0,6513.0,24,682,4,0.061,7,0,Black,Female,0
1916,25,21828.0,37060.0,36,574,3,0.348,2,2,Other,Male,1
1917,37,51220.0,14480.0,36,739,1,0.576,2,0,White,Female,0
1918,46,12438.0,32316.0,48,714,1,0.265,3,0,White,Female,0
1919,71,29267.0,17707.0,48,728,0,0.281,6,0,White,Female,0
1920,70,43506.0,49886.0,48,650,9,0.583,2,0,White,Female,0
1921,68,40550.0,13914.0,24,536,4,0.432,6,0,White,Male,1
1922,62,182740.0,14677.0,48,728,1,0.446,6,0,Asian,Male,1
1923,63,44796.0,46603.0,36,628,0,0.359,4,0,White,Female,0
1924,27,19882.0,2208.0,60,538,10,0.586,5,2,Hispanic,Female,1
1925,60,34294.0,35138.0,60,758,6,0.429,4,1,White,Female,0
1926,51,12510.0,36541.0,12,817,5,0.542,2,2,Hispanic,Male,0
1927,74,34601.0,41983.0,48,646,2,0.435,2,0,White,Female,0
1928,43,22030.0,48748.0,12,822,1,0.454,6,0,White,Male,0
1929,58,62896.0,48804.0,36,657,19,0.21,5,0,Asian,Male,0
1930,66,26115.0,4199.0,36,619,7,0.217,2,0,White,Female,0
1931,20,33858.0,41270.0,24,599,1,0.481,2,0,White,Male,0
1932,73,24802.0,32669.0,48,780,9,0.213,4,0,Hispanic,Female,0
1933,23,103085.0,32720.0,12,587,7,0.36,3,1,White,Female,1
1934,22,29949.0,7289.0,24,708,1,0.187,3,0,White,Male,0
1935,22,109047.0,32859.0,36,605,2,0.499,6,0,Hispanic,Male,1
1936,71,59189.0,49142.0,48,613,1,0.111,3,0,Other,Female,0
1937,64,48496.0,45679.0,60,732,0,0.506,4,1,Hispanic,Male,0
1938,40,45308.0,22517.0,48,619,6,0.382,4,0,White,Male,0
1939,66,45995.0,2957.0,48,617,1,0.153,4,0,Black,Male,1
1940,26,11423.0,18752.0,36,740,8,0.348,4,1,Black,Female,0
1941,52,30720.0,41493.0,12,777,27,0.205,5,1,Black,Female,0
1942,37,60300.0,35373.0,24,701,0,0.228,0,1,Hispanic,Male,0
1943,66,35266.0,23508.0,36,597,3,0.243,3,0,White,Female,0
1944,59,15629.0,3700.0,48,609,8,0.085,1,0,White,Female,0
1945,52,35191.0,21918.0,36,656,7,0.592,3,0,Black,Male,0
1946,67,100958.0,23982.0,48,675,7,0.067,10,0,Other,Male,0
1947,35,76737.0,46499.0,36,570,2,0.414,3,0,White,Male,0
1948,34,34989.0,32413.0,12,707,3,0.254,3,0,Other,Female,0
1949,41,64271.0,16271.0,24,656,4,0.405,2,0,Asian,Female,0
1950,20,29147.0,26741.0,48,512,18,0.246,2,1,Asian,Male,0
1951,49,13065.0,4237.0,48,575,1,0.421,1,0,Asian,Female,0
1952,52,20854.0,48656.0,60,609,12,0.451,4,0,Asian,Female,1
1953,55,92757.0,18643.0,24,644,1,0.43,4,0,Hispanic,Female,0
1954,30,30810.0,24416.0,60,801,22,0.113,5,0,Black,Male,0
1955,73,31381.0,18409.0,24,669,5,0.411,6,1,White,Female,0
1956,64,30336.0,34443.0,12,582,3,0.204,2,0,White,Female,1
1957,42,113832.0,33449.0,60,667,4,0.066,2,0,White,Male,0
1958,26,96334.0,36051.0,24,621,1,0.278,2,1,White,Female,0
1959,21,137485.0,14139.0,48,675,1,0.288,2,0,White,Female,0
1960,31,33010.0,16468.0,24,696,0,0.307,1,1,Asian,Male,0
1961,54,43364.0,7137.0,36,746,0,0.438,2,0,Black,Female,0
1962,51,14618.0,33120.0,60,648,2,0.22,4,1,White,Male,0
1963,28,88094.0,2950.0,36,781,7,0.223,4,1,Hispanic,Female,0
1964,58,18022.0,30286.0,48,722,4,0.083,3,1,White,Female,0
1965,73,41360.0,43615.0,24,593,0,0.428,2,0,White,Male,0
1966,20,18800.0,44651.0,48,826,9,0.362,2,1,Asian,Male,0
1967,45,25506.0,23003.0,36,676,4,0.242,2,0,White,Male,0
1968,46,21975.0,23506.0,24,583,16,0.438,1,2,Black,Female,0
1969,26,25217.0,4771.0,36,782,5,0.346,2,0,White,Female,0
1970,20,26279.0,33867.0,24,816,0,0.308,3,0,White,Male,0
1971,42,26135.0,41242.0,60,647,3,0.331,2,0,Hispanic,Male,0
1972,51,59874.0,12988.0,36,609,5,0.4,3,0,White,Male,0
1973,29,18715.0,21644.0,24,636,0,0.413,5,0,Other,Female,1
1974,59,41453.0,42103.0,36,707,0,0.209,5,0,White,Female,0
1975,26,75416.0,43979.0,36,752,0,0.127,1,0,White,Male,0
1976,32,26691.0,12916.0,48,695,1,0.136,3,0,Asian,Female,0
1977,57,23606.0,27978.0,60,658,2,0.402,6,0,Asian,Female,0
1978,42,31624.0,10432.0,36,769,3,0.53,3,0,White,Female,0
1979,22,73706.0,5992.0,60,624,0,0.275,3,1,White,Male,1
1980,28,40801.0,45645.0,36,732,5,0.143,1,0,Hispanic,Female,0
1981,51,26404.0,41205.0,24,626,4,0.466,2,0,White,Male,0
1982,41,48549.0,38242.0,48,684,1,0.508,0,0,White,Male,1
1983,32,18744.0,3390.0,36,640,0,0.534,2,0,Hispanic,Male,0
1984,55,54656.0,42343.0,48,645,0,0.384,4,1,White,Male,0
1985,25,46405.0,22464.0,60,619,2,0.523,5,1,White,Male,0
1986,22,30191.0,17777.0,36,757,0,0.058,6,0,White,Male,0
1987,65,21957.0,27777.0,60,591,2,0.109,6,1,Asian,Female,1
1988,43,21333.0,5476.0,48,590,4,0.101,6,1,Black,Male,0
1989,35,50056.0,38076.0,36,819,3,0.442,3,0,Hispanic,Female,0
1990,23,75916.0,29539.0,48,728,1,0.088,3,1,White,Female,0
1991,54,24776.0,10143.0,36,459,2,0.323,5,1,White,Female,0
1992,65,47812.0,10223.0,60,604,4,0.31,2,0,White,Female,0
1993,30,10382.0,10028.0,48,505,9,0.221,4,1,White,Male,1
1994,45,25571.0,3793.0,12,573,6,0.529,4,0,White,Female,0
1995,22,35645.0,29802.0,36,398,4,0.144,4,0,White,Male,1
1996,30,21040.0,42177.0,48,639,2,0.244,5,1,Black,Male,0
1997,34,20704.0,1857.0,12,558,2,0.476,4,1,Hispanic,Female,1
1998,67,24327.0,3401.0,12,654,10,0.067,6,0,White,Male,0
1999,57,43274.0,29066.0,36,519,0,0.42,3,0,Hispanic,Female,0
2000,62,32455.0,41155.0,36,656,22,0.499,0,0,Black,Male,0
